rainfall,crop,soil_type,season,pesticide,success_rate
480,rice,red,summer,Mancozeb,48
409,wheat,black,rainy,Glyphosate,55
331,wheat,black,summer,Imidacloprid,65
269,wheat,black,winter,Mancozeb,100
221,wheat,red,winter,Mancozeb,98
291,rice,black,rainy,Mancozeb,100
64,wheat,black,summer,Carbendazim,57
95,wheat,red,winter,Copper Sulfate,58
413,wheat,black,winter,Carbendazim,77
332,wheat,black,summer,Mancozeb,63
441,rice,red,winter,Imidacloprid,50
198,wheat,red,rainy,Chlorpyrifos,75
377,rice,black,summer,Mancozeb,63
284,wheat,red,winter,Carbendazim,92
104,rice,black,rainy,Imidacloprid,100
364,wheat,black,summer,Carbendazim,57
393,rice,black,winter,Carbendazim,57
152,rice,black,winter,Carbendazim,87
384,wheat,red,summer,Carbendazim,42
302,wheat,black,summer,Chlorpyrifos,60
261,rice,red,winter,Glyphosate,70
76,rice,red,rainy,Glyphosate,60
424,wheat,black,winter,Copper Sulfate,73
362,rice,black,rainy,Copper Sulfate,73
381,wheat,red,summer,Imidacloprid,50
204,rice,black,rainy,Imidacloprid,100
205,wheat,red,winter,Glyphosate,90
74,rice,black,summer,Carbendazim,57
266,wheat,red,summer,Carbendazim,72
223,wheat,black,winter,Chlorpyrifos,100
390,rice,red,summer,Chlorpyrifos,45
329,rice,red,winter,Mancozeb,48
180,rice,black,winter,Carbendazim,87
225,wheat,red,rainy,Imidacloprid,80
242,rice,red,winter,Imidacloprid,80
393,rice,red,winter,Copper Sulfate,38
90,wheat,black,rainy,Imidacloprid,65
114,wheat,black,rainy,Deltamethrin,100
270,wheat,black,summer,Glyphosate,85
415,wheat,black,winter,Copper Sulfate,73
216,rice,black,winter,Glyphosate,85
128,wheat,black,rainy,Imidacloprid,95
340,rice,black,summer,Copper Sulfate,53
363,rice,red,rainy,Glyphosate,60
492,wheat,red,summer,Chlorpyrifos,45
329,rice,black,winter,Deltamethrin,70
499,rice,red,summer,Mancozeb,48
168,rice,red,winter,Copper Sulfate,68
194,wheat,red,rainy,Carbendazim,72
175,wheat,red,summer,Imidacloprid,80
312,rice,black,rainy,Chlorpyrifos,80
326,rice,red,summer,Copper Sulfate,38
228,rice,red,summer,Copper Sulfate,68
104,rice,black,winter,Imidacloprid,95
483,rice,black,rainy,Glyphosate,75
103,wheat,red,winter,Copper Sulfate,88
236,rice,black,summer,Copper Sulfate,83
344,wheat,black,winter,Mancozeb,83
114,rice,red,rainy,Chlorpyrifos,95
401,rice,red,rainy,Carbendazim,62
298,wheat,red,summer,Carbendazim,72
278,wheat,black,winter,Copper Sulfate,100
84,wheat,red,winter,Carbendazim,62
446,rice,black,summer,Mancozeb,63
250,rice,red,rainy,Copper Sulfate,88
270,rice,black,summer,Imidacloprid,95
335,wheat,red,winter,Deltamethrin,75
308,wheat,black,rainy,Mancozeb,63
480,wheat,black,summer,Glyphosate,55
271,wheat,red,winter,Carbendazim,92
94,rice,black,rainy,Chlorpyrifos,80
76,rice,black,rainy,Copper Sulfate,73
323,rice,black,summer,Mancozeb,63
331,wheat,black,winter,Mancozeb,83
227,rice,red,winter,Chlorpyrifos,75
348,rice,red,winter,Chlorpyrifos,45
346,wheat,black,summer,Chlorpyrifos,60
160,wheat,red,summer,Glyphosate,70
321,rice,red,rainy,Deltamethrin,75
282,rice,red,summer,Glyphosate,70
380,wheat,black,rainy,Glyphosate,55
121,wheat,red,summer,Deltamethrin,85
464,wheat,red,winter,Deltamethrin,75
244,rice,red,rainy,Imidacloprid,100
290,wheat,black,winter,Imidacloprid,100
53,rice,black,winter,Deltamethrin,70
486,rice,black,winter,Glyphosate,55
70,wheat,black,winter,Glyphosate,75
359,rice,red,winter,Carbendazim,42
175,wheat,red,winter,Copper Sulfate,88
390,rice,black,rainy,Glyphosate,75
360,rice,black,summer,Chlorpyrifos,60
180,wheat,black,winter,Copper Sulfate,100
314,wheat,red,summer,Mancozeb,48
257,rice,red,rainy,Copper Sulfate,88
206,rice,red,rainy,Carbendazim,92
127,wheat,black,summer,Mancozeb,93
444,rice,black,summer,Chlorpyrifos,60
197,rice,black,rainy,Deltamethrin,100
404,wheat,red,winter,Glyphosate,60
174,wheat,red,summer,Carbendazim,72
282,wheat,red,summer,Imidacloprid,80
318,rice,red,summer,Carbendazim,42
464,rice,black,winter,Glyphosate,55
448,wheat,red,rainy,Glyphosate,40
240,rice,red,rainy,Imidacloprid,100
318,rice,black,winter,Deltamethrin,70
115,wheat,black,rainy,Chlorpyrifos,90
308,rice,red,summer,Imidacloprid,50
279,rice,black,rainy,Mancozeb,100
393,rice,red,rainy,Copper Sulfate,58
215,wheat,black,summer,Glyphosate,85
291,rice,red,winter,Deltamethrin,85
308,rice,black,rainy,Mancozeb,83
249,wheat,black,summer,Glyphosate,85
68,rice,red,winter,Deltamethrin,55
320,rice,black,winter,Copper Sulfate,53
210,rice,red,rainy,Carbendazim,92
202,wheat,black,summer,Copper Sulfate,83
250,rice,black,rainy,Glyphosate,100
409,rice,red,summer,Mancozeb,48
462,wheat,black,summer,Glyphosate,55
163,rice,red,rainy,Glyphosate,90
446,wheat,red,winter,Mancozeb,68
239,rice,red,winter,Imidacloprid,80
442,wheat,black,summer,Glyphosate,55
193,rice,red,rainy,Mancozeb,98
138,wheat,red,summer,Imidacloprid,80
472,rice,black,rainy,Chlorpyrifos,80
369,wheat,red,rainy,Copper Sulfate,38
184,wheat,red,summer,Glyphosate,70
102,rice,red,winter,Mancozeb,78
123,wheat,black,rainy,Chlorpyrifos,90
84,wheat,black,rainy,Copper Sulfate,53
149,rice,red,rainy,Deltamethrin,100
388,rice,red,summer,Imidacloprid,50
405,wheat,black,rainy,Imidacloprid,65
325,rice,red,summer,Mancozeb,48
434,rice,red,rainy,Glyphosate,60
443,wheat,red,winter,Carbendazim,62
159,rice,black,winter,Imidacloprid,95
413,rice,red,winter,Carbendazim,42
320,rice,red,rainy,Carbendazim,62
62,wheat,red,rainy,Deltamethrin,55
135,rice,red,summer,Deltamethrin,85
467,rice,black,summer,Glyphosate,55
172,rice,red,summer,Deltamethrin,85
473,wheat,red,winter,Glyphosate,60
205,wheat,black,rainy,Deltamethrin,100
354,rice,red,rainy,Copper Sulfate,58
61,wheat,black,rainy,Deltamethrin,70
150,rice,black,rainy,Glyphosate,100
304,rice,black,rainy,Deltamethrin,90
89,rice,red,rainy,Chlorpyrifos,65
69,rice,red,winter,Copper Sulfate,38
410,rice,black,summer,Copper Sulfate,53
463,wheat,red,summer,Glyphosate,40
327,wheat,black,summer,Mancozeb,63
130,wheat,black,summer,Imidacloprid,95
198,rice,red,rainy,Chlorpyrifos,95
298,rice,red,summer,Deltamethrin,85
128,wheat,red,rainy,Copper Sulfate,68
386,rice,black,rainy,Copper Sulfate,73
122,rice,black,summer,Mancozeb,93
225,rice,black,summer,Chlorpyrifos,90
119,wheat,red,rainy,Mancozeb,78
102,rice,red,rainy,Mancozeb,98
432,rice,black,summer,Imidacloprid,65
58,wheat,red,rainy,Deltamethrin,55
112,rice,black,rainy,Chlorpyrifos,100
257,wheat,red,winter,Carbendazim,92
54,rice,red,rainy,Imidacloprid,70
132,wheat,black,rainy,Chlorpyrifos,90
306,rice,black,summer,Chlorpyrifos,60
313,wheat,black,summer,Deltamethrin,70
484,rice,red,rainy,Chlorpyrifos,65
318,wheat,black,winter,Mancozeb,83
167,wheat,red,summer,Copper Sulfate,68
180,wheat,red,summer,Glyphosate,70
147,rice,black,summer,Glyphosate,85
230,rice,black,winter,Copper Sulfate,83
448,rice,black,winter,Deltamethrin,70
335,wheat,red,rainy,Mancozeb,48
229,wheat,black,rainy,Glyphosate,85
55,rice,black,winter,Chlorpyrifos,60
438,wheat,red,summer,Chlorpyrifos,45
182,wheat,red,summer,Mancozeb,78
398,wheat,black,rainy,Copper Sulfate,53
393,rice,black,winter,Copper Sulfate,53
333,rice,red,winter,Imidacloprid,50
52,wheat,black,summer,Imidacloprid,65
409,rice,black,rainy,Glyphosate,75
475,rice,black,rainy,Deltamethrin,90
358,rice,red,winter,Mancozeb,48
161,wheat,red,winter,Mancozeb,98
101,rice,red,winter,Carbendazim,72
312,rice,black,summer,Copper Sulfate,53
470,wheat,red,summer,Mancozeb,48
124,rice,red,winter,Glyphosate,70
107,wheat,black,rainy,Mancozeb,93
237,rice,black,winter,Copper Sulfate,83
78,wheat,black,rainy,Glyphosate,55
230,wheat,red,summer,Deltamethrin,85
202,wheat,red,rainy,Chlorpyrifos,75
177,rice,black,rainy,Deltamethrin,100
333,wheat,red,winter,Deltamethrin,75
296,rice,red,winter,Glyphosate,70
335,rice,black,summer,Chlorpyrifos,60
443,rice,black,summer,Carbendazim,57
431,wheat,black,winter,Deltamethrin,90
126,rice,black,summer,Chlorpyrifos,90
211,rice,black,winter,Copper Sulfate,83
244,rice,red,summer,Copper Sulfate,68
245,wheat,black,rainy,Imidacloprid,95
263,wheat,black,winter,Copper Sulfate,100
54,wheat,black,winter,Copper Sulfate,73
178,wheat,black,rainy,Carbendazim,87
147,rice,red,summer,Glyphosate,70
117,rice,black,winter,Carbendazim,87
208,rice,red,summer,Copper Sulfate,68
136,rice,black,summer,Chlorpyrifos,90
86,rice,black,winter,Deltamethrin,70
472,rice,red,winter,Glyphosate,40
340,wheat,black,winter,Chlorpyrifos,80
151,rice,red,summer,Imidacloprid,80
259,rice,red,rainy,Glyphosate,90
365,wheat,black,winter,Copper Sulfate,73
411,rice,red,rainy,Mancozeb,68
76,wheat,black,winter,Copper Sulfate,73
225,wheat,black,rainy,Mancozeb,93
457,wheat,black,winter,Mancozeb,83
477,wheat,red,summer,Imidacloprid,50
334,rice,black,rainy,Glyphosate,75
212,wheat,black,winter,Glyphosate,100
50,wheat,red,rainy,Glyphosate,40
252,rice,black,rainy,Deltamethrin,100
258,rice,black,winter,Mancozeb,93
264,rice,black,winter,Chlorpyrifos,90
209,wheat,red,summer,Deltamethrin,85
247,wheat,black,rainy,Glyphosate,85
259,wheat,red,summer,Copper Sulfate,68
209,rice,red,winter,Imidacloprid,80
484,rice,black,winter,Imidacloprid,65
426,wheat,black,rainy,Glyphosate,55
203,wheat,black,summer,Imidacloprid,95
397,wheat,black,summer,Imidacloprid,65
446,wheat,black,summer,Glyphosate,55
495,rice,black,summer,Copper Sulfate,53
424,rice,red,winter,Mancozeb,48
157,rice,black,summer,Copper Sulfate,83
79,wheat,red,rainy,Glyphosate,40
254,rice,red,rainy,Glyphosate,90
455,rice,red,rainy,Glyphosate,60
460,rice,black,summer,Glyphosate,55
104,rice,black,winter,Glyphosate,85
399,wheat,red,rainy,Copper Sulfate,38
392,rice,red,summer,Deltamethrin,55
380,wheat,red,rainy,Chlorpyrifos,45
65,wheat,black,summer,Mancozeb,63
204,rice,black,summer,Mancozeb,93
102,wheat,red,winter,Deltamethrin,100
474,rice,red,winter,Glyphosate,40
397,wheat,red,summer,Imidacloprid,50
454,wheat,black,winter,Mancozeb,83
333,wheat,red,rainy,Chlorpyrifos,45
213,rice,black,winter,Glyphosate,85
388,wheat,red,rainy,Chlorpyrifos,45
428,rice,black,summer,Glyphosate,55
182,wheat,red,winter,Glyphosate,90
197,rice,black,winter,Carbendazim,87
142,wheat,black,rainy,Carbendazim,87
340,rice,red,winter,Mancozeb,48
400,wheat,black,summer,Carbendazim,57
100,rice,red,rainy,Chlorpyrifos,95
409,rice,black,rainy,Deltamethrin,90
340,wheat,black,winter,Deltamethrin,90
454,wheat,red,rainy,Glyphosate,40
274,rice,black,summer,Carbendazim,87
199,wheat,red,summer,Glyphosate,70
230,wheat,red,winter,Copper Sulfate,88
427,wheat,red,winter,Imidacloprid,70
461,wheat,black,rainy,Glyphosate,55
144,wheat,red,rainy,Imidacloprid,80
241,rice,red,winter,Chlorpyrifos,75
206,wheat,red,rainy,Imidacloprid,80
484,wheat,red,winter,Mancozeb,68
348,rice,red,summer,Mancozeb,48
342,wheat,black,winter,Mancozeb,83
445,rice,black,summer,Deltamethrin,70
258,rice,black,winter,Imidacloprid,95
244,wheat,red,rainy,Mancozeb,78
253,wheat,red,summer,Deltamethrin,85
383,wheat,black,rainy,Mancozeb,63
100,rice,black,rainy,Copper Sulfate,100
334,rice,black,winter,Chlorpyrifos,60
139,wheat,black,rainy,Imidacloprid,95
61,rice,black,rainy,Chlorpyrifos,80
156,wheat,red,rainy,Carbendazim,72
359,rice,black,winter,Copper Sulfate,53
174,rice,black,summer,Chlorpyrifos,90
378,wheat,black,summer,Chlorpyrifos,60
479,rice,red,winter,Deltamethrin,55
301,wheat,black,rainy,Copper Sulfate,53
488,wheat,black,summer,Chlorpyrifos,60
250,rice,red,rainy,Mancozeb,98
475,wheat,red,summer,Glyphosate,40
211,wheat,black,winter,Chlorpyrifos,100
270,rice,red,winter,Imidacloprid,80
287,wheat,black,winter,Carbendazim,100
270,rice,black,rainy,Imidacloprid,100
121,rice,red,summer,Carbendazim,72
342,rice,red,winter,Deltamethrin,55
262,rice,black,summer,Copper Sulfate,83
248,rice,red,summer,Deltamethrin,85
365,wheat,black,winter,Glyphosate,75
323,rice,red,summer,Deltamethrin,55
467,wheat,black,rainy,Glyphosate,55
118,rice,black,winter,Mancozeb,93
131,rice,black,winter,Imidacloprid,95
204,rice,red,winter,Mancozeb,78
234,wheat,black,winter,Carbendazim,100
332,rice,black,rainy,Copper Sulfate,73
241,rice,black,rainy,Chlorpyrifos,100
244,wheat,red,summer,Mancozeb,78
392,wheat,black,winter,Copper Sulfate,73
94,rice,black,rainy,Glyphosate,75
386,rice,black,rainy,Mancozeb,83
246,wheat,red,winter,Glyphosate,90
151,rice,black,rainy,Chlorpyrifos,100
336,rice,black,winter,Carbendazim,57
495,wheat,black,summer,Deltamethrin,70
111,rice,red,rainy,Mancozeb,98
317,wheat,red,rainy,Glyphosate,40
119,wheat,black,summer,Chlorpyrifos,90
291,rice,red,winter,Copper Sulfate,68
297,rice,red,rainy,Imidacloprid,100
183,rice,red,summer,Glyphosate,70
65,wheat,red,winter,Chlorpyrifos,65
418,wheat,black,winter,Deltamethrin,90
210,rice,red,winter,Glyphosate,70
78,wheat,red,winter,Copper Sulfate,58
464,wheat,red,winter,Mancozeb,68
286,wheat,red,rainy,Carbendazim,72
486,wheat,black,winter,Chlorpyrifos,80
230,rice,black,summer,Chlorpyrifos,90
164,rice,black,rainy,Mancozeb,100
263,wheat,black,rainy,Copper Sulfate,83
198,wheat,black,rainy,Mancozeb,93
161,wheat,red,rainy,Deltamethrin,85
238,rice,black,summer,Imidacloprid,95
204,rice,red,winter,Deltamethrin,85
172,wheat,red,summer,Chlorpyrifos,75
253,wheat,black,winter,Imidacloprid,100
451,rice,red,rainy,Carbendazim,62
307,wheat,red,winter,Carbendazim,62
76,rice,red,summer,Imidacloprid,50
211,wheat,red,rainy,Copper Sulfate,68
145,wheat,black,winter,Copper Sulfate,100
123,rice,red,summer,Glyphosate,70
322,wheat,red,summer,Deltamethrin,55
261,rice,black,rainy,Copper Sulfate,100
188,wheat,black,rainy,Carbendazim,87
350,wheat,red,summer,Glyphosate,40
325,wheat,black,rainy,Glyphosate,55
225,wheat,red,summer,Copper Sulfate,68
430,wheat,red,winter,Copper Sulfate,58
109,rice,black,rainy,Chlorpyrifos,100
452,rice,red,summer,Glyphosate,40
80,wheat,red,rainy,Glyphosate,40
413,wheat,black,rainy,Glyphosate,55
282,rice,red,winter,Mancozeb,78
244,wheat,black,rainy,Deltamethrin,100
52,rice,black,rainy,Deltamethrin,90
479,rice,black,winter,Deltamethrin,70
220,rice,red,winter,Chlorpyrifos,75
311,rice,black,rainy,Copper Sulfate,73
241,wheat,red,rainy,Imidacloprid,80
421,wheat,black,winter,Mancozeb,83
250,rice,red,rainy,Chlorpyrifos,95
263,wheat,red,summer,Imidacloprid,80
295,rice,red,winter,Deltamethrin,85
492,rice,black,rainy,Imidacloprid,85
72,wheat,black,summer,Carbendazim,57
419,wheat,black,winter,Glyphosate,75
465,wheat,black,summer,Chlorpyrifos,60
153,rice,black,rainy,Imidacloprid,100
385,rice,red,rainy,Glyphosate,60
358,wheat,red,rainy,Deltamethrin,55
313,wheat,black,winter,Imidacloprid,85
401,wheat,red,winter,Carbendazim,62
381,wheat,red,rainy,Chlorpyrifos,45
437,rice,red,rainy,Mancozeb,68
350,rice,black,rainy,Glyphosate,75
413,wheat,black,winter,Imidacloprid,85
196,wheat,red,summer,Copper Sulfate,68
451,wheat,red,winter,Copper Sulfate,58
397,wheat,red,rainy,Chlorpyrifos,45
65,wheat,red,rainy,Chlorpyrifos,45
136,rice,red,winter,Chlorpyrifos,75
56,rice,black,rainy,Copper Sulfate,73
260,wheat,red,winter,Mancozeb,98
366,wheat,red,rainy,Carbendazim,42
264,rice,red,rainy,Mancozeb,98
84,wheat,black,winter,Deltamethrin,90
349,wheat,red,winter,Glyphosate,60
238,rice,red,winter,Imidacloprid,80
271,wheat,black,summer,Chlorpyrifos,90
303,wheat,black,rainy,Carbendazim,57
157,rice,red,summer,Mancozeb,78
391,wheat,black,summer,Glyphosate,55
157,wheat,red,rainy,Mancozeb,78
129,rice,red,winter,Deltamethrin,85
77,rice,red,rainy,Chlorpyrifos,65
298,wheat,red,summer,Carbendazim,72
310,wheat,black,winter,Imidacloprid,85
349,rice,red,rainy,Deltamethrin,75
500,rice,black,summer,Glyphosate,55
158,wheat,black,winter,Deltamethrin,100
260,rice,black,rainy,Copper Sulfate,100
333,rice,black,winter,Mancozeb,63
461,wheat,black,winter,Deltamethrin,90
113,rice,black,summer,Carbendazim,87
237,wheat,black,winter,Deltamethrin,100
127,rice,red,winter,Carbendazim,72
490,rice,black,winter,Imidacloprid,65
263,wheat,red,winter,Deltamethrin,100
481,wheat,black,summer,Carbendazim,57
329,wheat,black,winter,Mancozeb,83
477,rice,black,summer,Glyphosate,55
96,rice,black,rainy,Chlorpyrifos,80
349,wheat,red,rainy,Glyphosate,40
203,wheat,black,rainy,Copper Sulfate,83
124,rice,red,rainy,Carbendazim,92
211,wheat,black,summer,Glyphosate,85
434,wheat,black,summer,Imidacloprid,65
248,rice,red,summer,Deltamethrin,85
155,wheat,red,rainy,Deltamethrin,85
221,rice,black,winter,Imidacloprid,95
350,wheat,red,rainy,Imidacloprid,50
430,rice,black,rainy,Imidacloprid,85
325,rice,red,rainy,Chlorpyrifos,65
91,wheat,black,rainy,Copper Sulfate,53
282,wheat,black,rainy,Copper Sulfate,83
75,rice,black,winter,Copper Sulfate,53
469,wheat,black,winter,Imidacloprid,85
271,rice,red,summer,Chlorpyrifos,75
388,rice,red,rainy,Glyphosate,60
339,wheat,red,rainy,Carbendazim,42
153,rice,red,rainy,Mancozeb,98
482,rice,red,summer,Copper Sulfate,38
310,wheat,black,winter,Mancozeb,83
414,wheat,red,summer,Glyphosate,40
218,wheat,black,winter,Deltamethrin,100
228,wheat,red,winter,Mancozeb,98
416,rice,red,summer,Copper Sulfate,38
199,wheat,black,winter,Glyphosate,100
69,wheat,red,winter,Glyphosate,60
230,rice,black,summer,Imidacloprid,95
106,rice,black,winter,Copper Sulfate,83
93,rice,red,winter,Imidacloprid,50
282,wheat,black,winter,Chlorpyrifos,100
407,rice,red,winter,Imidacloprid,50
315,wheat,black,winter,Copper Sulfate,73
71,wheat,red,summer,Imidacloprid,50
225,wheat,red,rainy,Deltamethrin,85
385,wheat,black,winter,Deltamethrin,90
354,wheat,red,winter,Copper Sulfate,58
456,wheat,black,summer,Glyphosate,55
229,wheat,black,winter,Glyphosate,100
256,wheat,red,rainy,Imidacloprid,80
482,rice,black,winter,Imidacloprid,65
498,rice,red,winter,Glyphosate,40
329,rice,black,rainy,Glyphosate,75
112,rice,red,winter,Mancozeb,78
135,wheat,black,winter,Glyphosate,100
106,rice,black,rainy,Glyphosate,100
98,rice,red,summer,Deltamethrin,55
281,rice,red,summer,Glyphosate,70
301,rice,black,rainy,Chlorpyrifos,80
466,rice,black,winter,Chlorpyrifos,60
72,wheat,black,rainy,Chlorpyrifos,60
266,rice,red,winter,Carbendazim,72
420,rice,black,rainy,Glyphosate,75
126,wheat,black,rainy,Chlorpyrifos,90
308,rice,black,summer,Chlorpyrifos,60
369,rice,black,summer,Imidacloprid,65
320,wheat,red,summer,Deltamethrin,55
234,rice,black,winter,Deltamethrin,100
59,rice,black,winter,Chlorpyrifos,60
366,wheat,black,summer,Glyphosate,55
174,rice,black,rainy,Glyphosate,100
486,rice,black,winter,Copper Sulfate,53
130,rice,black,rainy,Deltamethrin,100
253,wheat,red,rainy,Carbendazim,72
266,rice,black,winter,Deltamethrin,100
355,wheat,black,summer,Deltamethrin,70
83,rice,black,winter,Glyphosate,55
64,wheat,black,winter,Carbendazim,77
440,wheat,black,summer,Glyphosate,55
347,wheat,red,winter,Glyphosate,60
422,rice,black,summer,Glyphosate,55
92,wheat,black,summer,Mancozeb,63
211,rice,red,summer,Carbendazim,72
489,rice,black,rainy,Imidacloprid,85
466,wheat,red,summer,Chlorpyrifos,45
449,wheat,red,rainy,Chlorpyrifos,45
337,wheat,red,rainy,Chlorpyrifos,45
99,wheat,red,summer,Copper Sulfate,38
64,rice,black,summer,Copper Sulfate,53
165,wheat,black,summer,Copper Sulfate,83
264,rice,black,rainy,Carbendazim,100
374,wheat,black,winter,Carbendazim,77
302,wheat,red,winter,Carbendazim,62
194,wheat,red,summer,Mancozeb,78
424,wheat,black,summer,Glyphosate,55
137,rice,black,winter,Carbendazim,87
428,rice,red,rainy,Carbendazim,62
116,rice,black,summer,Imidacloprid,95
126,wheat,black,summer,Glyphosate,85
328,rice,black,rainy,Copper Sulfate,73
291,rice,black,winter,Carbendazim,87
372,wheat,red,winter,Chlorpyrifos,65
118,wheat,red,summer,Carbendazim,72
168,wheat,red,summer,Carbendazim,72
72,wheat,red,summer,Imidacloprid,50
347,wheat,red,rainy,Carbendazim,42
142,rice,red,winter,Chlorpyrifos,75
393,rice,black,summer,Mancozeb,63
123,wheat,black,winter,Mancozeb,100
88,rice,red,winter,Deltamethrin,55
93,rice,black,rainy,Imidacloprid,85
404,rice,red,summer,Glyphosate,40
356,rice,red,rainy,Imidacloprid,70
358,wheat,red,winter,Copper Sulfate,58
429,rice,black,summer,Carbendazim,57
459,wheat,red,rainy,Carbendazim,42
81,wheat,black,rainy,Glyphosate,55
344,wheat,black,rainy,Deltamethrin,70
434,rice,red,winter,Copper Sulfate,38
120,wheat,red,summer,Carbendazim,72
164,rice,red,summer,Mancozeb,78
117,rice,black,summer,Copper Sulfate,83
52,rice,black,winter,Carbendazim,57
243,rice,black,rainy,Glyphosate,100
245,wheat,red,summer,Mancozeb,78
307,rice,red,rainy,Imidacloprid,70
276,rice,black,winter,Chlorpyrifos,90
275,rice,black,summer,Chlorpyrifos,90
150,wheat,red,winter,Mancozeb,98
222,wheat,red,summer,Mancozeb,78
340,wheat,black,rainy,Glyphosate,55
237,rice,red,summer,Copper Sulfate,68
254,rice,red,rainy,Chlorpyrifos,95
97,wheat,black,rainy,Deltamethrin,70
295,wheat,red,summer,Copper Sulfate,68
180,rice,red,summer,Glyphosate,70
169,rice,red,summer,Deltamethrin,85
421,rice,red,winter,Mancozeb,48
143,rice,red,rainy,Deltamethrin,100
438,rice,black,winter,Carbendazim,57
121,rice,black,winter,Imidacloprid,95
262,wheat,red,rainy,Carbendazim,72
488,wheat,red,winter,Carbendazim,62
